NetID,Capstone,ePortfolio Link,Integration3,Prompt1,Prompt2,Prompt3,Prompt4,Prompt5,Prompt6,Prompt7,Prompt8,Prompt9,Prompt10,Prompt11
jburcham,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jburhann,261,20,180,20,20,20,20,20,20,20,0,20,20,20
jburton2,310,20,180,20,20,20,20,20,20,20,20,20,20,20
jcaggian,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jcarney6,340,20,172,10,20,10,20,20,20,20,20,20,20,20
jcasama1,326,20,188,20,20,20,20,20,20,20,20,20,20,20
jchandle,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jchapple,334,20,188,20,20,20,20,20,20,20,20,20,20,20
jcharbon,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jcobb2,340,20,180,20,20,20,20,20,20,20,20,20,20,20
jcolli23,320,20,185,20,20,20,20,20,20,20,20,20,20,20
jcompto1,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jconway7,310,20,185,20,20,20,20,20,20,20,20,20,20,20
jcorbin2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jcrawfo8,311,20,200,20,20,20,20,20,20,20,20,20,20,20
jcroddic,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jcuji,335,20,200,20,20,20,20,20,20,20,20,20,20,20
jdachill,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jdarrow,326,20,200,10,20,20,20,20,20,20,20,20,20,20
jdavis27,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jdelledo,334,20,194,20,20,20,20,20,20,20,20,20,20,20
jdemarc1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jdillho2,340,15,200,20,20,20,20,20,20,20,20,20,20,20
jdirksen,340,20,200,20,20,20,20,20,20,20,20,20,20,0
jdodig,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jdoerer,334,20,118,20,10,20,10,20,20,20,20,20,20,20
jdraves,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jdspain,340,20,200,20,20,20,20,20,20,0,20,20,20,20
jduffy8,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jeberha2,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jedward4,325,20,195,20,20,20,20,20,20,20,20,20,18,18
jemory,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jenochs,320,20,180,20,20,20,20,20,20,20,20,20,20,20
jesposi2,300,20,188,20,20,20,20,20,20,20,20,20,20,20
jeversol,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jfabreg2,311,20,188,20,20,20,20,20,0,20,20,20,20,20
jfenton1,340,20,200,20,20,20,20,20,20,20,20,,20,20
jfollans,292,20,188,20,20,20,20,20,20,20,20,20,20,0
jfox13,270,20,200,20,20,20,20,20,20,20,20,20,20,20
jfrane,326,20,188,20,10,10,20,20,20,20,20,20,20,20
jfreund,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jfries3,340,20,200,15,20,20,20,20,20,20,20,20,20,20
jgalden1,320,20,186,20,20,20,20,20,20,20,20,20,20,0
jgambard,340,20,194,20,20,20,20,20,20,20,20,20,20,20
jgarci22,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jgately1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jgenmark,233,0,171,20,20,20,20,20,20,20,0,20,0,20
jgirardo,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jgoldsch,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jgomez5,307,20,200,20,20,20,20,20,20,20,20,20,20,20
jgonnard,322,20,185,20,20,20,20,20,20,20,20,20,20,0
jgorman6,311,20,200,20,10,20,20,20,20,20,20,20,20,20
jgorman7,340,0,200,10,10,20,20,10,20,0,20,20,20,20
jgriff12,330,20,190,20,20,20,20,20,20,20,20,20,20,
jgripens,330,20,198,20,20,20,20,20,18,17,16,17,19,20
jguarino,340,20,197,20,20,20,20,20,15,20,20,15,20,20
jguckenb,340,20,192,20,20,20,20,20,20,20,20,20,20,20
jguerra3,311,20,194,20,20,20,20,20,20,20,20,20,20,0
jhaeflin,340,20,200,20,20,20,20,20,20,20,,20,20,
jhall15,328,20,200,20,20,0,20,20,20,0,20,20,20,20
jhallenb,325,20,190,20,20,20,15,20,20,20,10,20,10,20
jharnes1,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jharri18,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jheath3,330,20,195,20,20,20,20,20,0,20,15,20,20,20
jhegart2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jhelmkam,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jhelsing,280,20,194,20,20,20,20,20,20,20,20,20,20,0
jhenige,325,20,193,20,20,20,20,20,20,20,20,20,20,20
jherlihy,320,20,185,20,20,20,20,20,20,20,20,20,20,20
jhirshor,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jhlavin,326,20,188,20,20,20,20,20,20,20,20,20,20,20
jhoeksem,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jhollan5,326,20,185,20,20,20,20,20,20,20,20,20,20,20
jhouge,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jhuang14,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jhuber4,335,20,200,20,20,20,20,0,20,20,20,20,20,20
jigiede,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jirwin2,320,20,194,20,20,20,20,20,20,20,20,20,,20
jirwin3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jjakubow,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jjarvis2,282,20,172,20,20,20,20,20,20,20,20,20,20,20
jjohns60,330,20,200,20,20,20,20,20,20,20,20,20,20,20
jkeenan4,326,20,190,20,20,20,20,20,20,0,20,20,20,20
jkerriga,315,20,190,20,20,20,20,20,20,20,18,18,20,20
jkidwel1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jkirkham,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jklein6,320,20,188,20,20,20,20,20,20,20,20,20,20,20
jkling,307,20,200,20,20,20,20,20,20,20,20,20,20,20
jknipe,272,20,172,20,20,20,20,20,0,20,0,20,20,
jknowle1,318,20,195,20,20,20,20,20,20,20,20,20,20,20
jlabadie,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jlawren5,311,20,188,20,20,20,20,20,20,20,20,20,20,20
jlazzara,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jlee73,340,20,200,20,20,20,20,20,20,20,20,20,20,
jlehn,326,20,188,20,20,20,20,20,20,20,20,20,20,20
jlembo,340,10,142,20,20,20,20,20,20,20,20,20,20,20
jleporte,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jlibbey,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jlipka,340,20,200,20,20,20,20,20,20,20,20,20,20,0
jlittlef,320,0,182,20,20,20,20,20,20,20,20,20,0,10
jlucciol,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jlugg,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jluk,340,20,163,20,20,10,20,20,20,20,20,20,20,20
jlynch8,330,20,200,20,20,20,20,20,20,20,20,20,20,20
jmahone7,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmaier3,340,20,192,20,20,20,20,20,20,20,20,20,20,20
jmarcion,325,20,200,20,20,20,20,20,20,20,15,20,20,20
jmarino6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmarvin2,340,20,188,20,20,20,20,20,20,0,20,20,20,20
jmastron,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmatsumo,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmcclin1,340,20,190,20,20,20,20,20,20,20,20,20,20,20
jmcconn1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmeagher,340,20,186,20,20,20,20,20,20,20,20,20,20,20
jmeek1,340,20,194,20,20,0,20,20,20,0,20,20,20,20
jmiles7,326,20,194,20,20,20,20,10,20,20,20,20,20,20
jmille76,301,20,172,0,20,10,20,20,20,20,20,20,20,10
jminor1,340,20,194,20,10,20,20,20,20,20,20,20,20,20
jmoawad,340,20,188,20,20,20,20,20,20,10,20,20,20,20
jmolumph,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmonthio,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmorga13,340,20,200,20,20,20,20,20,14,20,20,20,20,20
jmoss1,320,20,188,20,20,20,20,20,20,20,20,20,20,20
jmrozek,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jmullen6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmullike,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmurph32,320,20,200,20,20,20,20,20,20,20,20,20,20,20
jmurph33,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jmusema,340,20,192,20,20,20,20,20,20,20,20,20,20,20
jnagle7,340,20,200,20,20,20,20,20,20,20,20,0,0,20
jnowak4,326,20,200,20,20,0,20,20,20,20,20,20,20,20
johara1,327,20,193,20,20,20,20,20,15,15,20,20,20,15
jolivei2,320,0,200,20,20,20,0,0,20,20,20,0,20,20
jolmanso,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jomeara3,292,20,194,20,20,20,20,20,20,10,20,20,20,20
jowusuko,223,20,200,0,0,20,20,20,20,0,20,10,10,10
jpassman,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jpaul2,340,20,194,20,20,20,20,20,20,20,20,20,20,20
jpeacoc1,292,20,180,20,20,20,20,20,20,20,20,20,20,20
jpellic1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jperretg,320,20,180,20,20,20,20,20,20,20,20,20,20,20
jpesola,311,20,194,20,20,20,20,20,20,20,20,20,20,20
jplas,328,20,171,20,20,20,20,20,20,20,20,20,20,20
jplaza,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jplocher,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jquinn13,292,20,188,20,20,20,20,20,20,0,20,20,20,20
jreeg,340,20,188,20,20,20,20,20,20,20,20,20,20,20
jrhiling,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jriver11,340,20,200,20,20,20,20,20,20,19,20,20,20,20
jrohan,320,10,180,20,20,20,20,20,20,20,20,20,20,20
jrombals,292,20,180,20,20,20,20,20,20,20,20,20,20,20
jrosta,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jroy3,320,10,194,20,20,20,20,20,0,0,20,20,20,20
jruan,340,20,200,20,20,10,20,20,20,20,20,20,20,20
jruane,334,20,200,20,20,20,20,20,20,20,20,20,20,20
jsarubb1,340,20,180,20,20,20,20,20,20,20,20,20,20,20
jsaye,334,20,200,20,20,20,20,20,20,20,20,20,20,20
jschlais,326,20,194,20,20,20,20,20,20,20,20,20,20,20
jschmit2,280,20,190,10,20,20,20,20,20,20,20,,20,20
jsennati,334,20,188,20,20,20,20,20,10,20,20,20,20,20
jshard,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jshaw7,330,20,200,19,10,20,20,20,20,20,20,20,20,20
jsheeha9,340,20,180,20,20,20,20,20,20,20,20,20,20,20
jsheehy1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jsimone,307,20,180,20,20,20,20,20,20,20,20,20,20,20
jsitarsk,301,20,200,20,20,20,20,20,20,20,20,20,20,20
jslaugh2,340,20,200,20,20,20,20,20,,20,20,20,20,20
jsong3,340,40,200,20,20,20,20,20,20,20,20,20,20,20
jspence6,334,20,185,20,20,20,20,20,20,20,20,20,20,20
jspence7,340,20,200,20,20,20,0,20,20,0,20,20,20,20
jstacho1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
jstaten,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jstefan,292,20,188,20,20,20,20,0,20,20,20,20,20,20
jstellon,310,20,190,14,20,20,20,10,20,20,20,20,20,20
jstump1,334,20,200,20,20,20,20,20,20,20,20,20,20,20
jstuppy,330,20,200,20,20,20,20,20,20,20,20,20,20,20
jsuh3,340,20,172,20,20,20,20,20,20,20,20,10,0,20
jsumantr,340,20,192,20,20,20,20,20,20,10,20,20,20,20
jsuttman,340,10,200,20,20,20,20,20,20,20,20,20,20,20
jsutton3,315,20,190,16,20,20,16,18,20,20,20,20,18,20
jswift2,340,20,200,20,20,20,20,20,20,20,20,20,0,0
jtanaka2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jtang1,311,20,194,20,20,20,20,20,20,20,20,20,20,20
jtopor,338,20,196,20,20,20,20,20,20,0,20,20,20,20
jtrzask1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
jturk1,307,20,200,20,20,,20,20,20,20,20,20,20,20
jusher,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jvirgada,320,20,200,20,20,20,20,20,0,20,20,20,20,20
jvirzi,340,20,200,20,20,20,20,20,20,20,20,20,20,0
jwade5,326,20,188,20,20,20,20,20,20,20,20,20,20,20
jwalte10,340,20,200,20,20,20,20,10,20,20,20,20,20,20
jweas,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jwelsch,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jwenger1,326,10,194,20,20,20,20,20,20,0,20,0,20,20
jwessele,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jweston,340,20,194,20,20,20,20,20,20,20,20,20,20,20
jwhelan3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jwinebre,301,20,172,20,20,20,20,20,20,20,20,20,20,20
jwinkiel,300,20,190,20,20,20,20,20,18,17,17,16,0,20
jwoods8,340,20,200,20,20,20,20,20,20,20,20,20,,
jxu9,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jybanez1,340,20,186,20,20,20,20,20,20,20,20,20,20,20
jyu7,340,20,200,20,20,20,20,20,20,20,20,20,20,0
jzaarour,340,20,180,20,20,20,20,20,20,20,20,20,20,20
jzacher,340,20,194,20,20,20,20,20,20,20,20,20,20,20
jzelinsk,340,20,200,20,20,20,20,20,20,20,20,20,20,20
jzepf,340,20,186,0,20,20,20,20,20,20,20,20,20,0
jzhang17,326,20,200,20,20,20,20,20,20,20,20,20,20,20
jzhao5,,20,200,20,20,20,20,20,20,20,0,0,20,0
jzimlich,320,20,188,20,20,20,20,20,20,20,20,20,20,20
jzinsky,292,20,188,20,20,20,20,20,20,20,20,20,20,20
kabe1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kadams10,320,20,200,20,20,20,20,20,20,20,20,20,20,20
kadlaka1,301,20,163,10,20,20,20,20,0,20,20,10,20,20
kaiello1,334,20,188,20,20,20,20,20,20,20,20,20,20,20
kalme,326,20,200,10,20,20,20,20,20,20,20,20,20,20
kbaert,340,20,190,20,20,20,20,20,20,20,20,20,20,20
kbaile11,340,20,172,20,20,20,20,20,20,20,20,20,20,20
kbaten,320,18,190,17,18,20,20,20,20,20,20,20,20,18
kbellasc,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kbiladea,320,20,183,20,20,20,20,20,20,20,20,20,20,20
kbockhol,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kborisia,340,20,200,20,20,20,20,20,20,10,20,20,20,20
kborotho,301,15,190,20,20,20,20,20,20,20,20,20,20,20
kbosma,320,20,180,10,20,20,20,20,20,20,20,20,20,20
kbrauns,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kbrown26,340,20,186,20,20,20,20,20,20,20,20,0,20,20
kbrown28,281,0,143,20,20,0,20,20,20,20,20,20,20,20
kbulleit,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kcalhou3,320,20,190,20,20,20,20,20,20,20,20,20,20,20
kcarey4,334,20,200,20,20,20,20,20,20,0,20,20,20,20
kcasey11,340,20,200,20,10,20,20,20,20,20,20,20,20,20
kcockrel,326,20,194,20,20,20,20,20,20,20,20,20,20,20
kconese,334,20,200,20,20,20,20,20,20,20,20,20,20,20
kcoogan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kcox5,333,20,198,20,20,20,20,20,20,20,20,20,20,20
kdantoni,326,20,200,20,20,20,20,20,20,20,20,20,20,20
kdeye,320,20,185,20,20,20,20,20,20,20,20,20,20,20
kdiggin1,340,20,188,20,20,20,20,20,20,20,20,20,20,20
kduffy5,320,20,180,20,20,20,20,20,20,20,20,20,20,20
kebert,340,20,200,20,20,20,20,20,20,20,20,20,20,20
keichler,340,20,188,20,20,20,20,20,20,20,20,20,20,20
kenriett,340,20,188,20,20,20,20,20,20,20,20,20,20,20
kerhardt,340,20,188,20,20,20,20,20,20,20,20,20,20,20
kewart,336,20,194,0,20,20,20,0,20,20,20,20,20,20
kfarr1,340,20,180,20,20,20,20,20,20,20,20,20,20,20
kfeehan,330,20,200,20,20,20,20,20,20,20,20,20,20,20
kflanag4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kfliotso,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kfoley3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kfox8,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kfranz1,340,20,200,20,20,20,20,0,20,20,20,20,20,20
kfulk1,340,20,200,10,20,10,20,,20,20,20,20,20,20
kgalla19,340,20,200,20,20,20,20,20,0,20,20,20,20,20
kgalla20,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kgalla21,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kheldt,307,20,200,20,20,20,20,20,20,20,20,20,20,20
khemmelg,340,20,200,20,20,20,20,20,20,20,20,20,20,20
khenges2,320,20,194,20,20,20,20,20,20,20,10,20,20,20
khermann,340,20,200,20,20,20,20,20,20,20,20,20,20,20
khilbert,340,20,200,20,20,20,20,20,20,20,20,20,20,20
khinish,223,20,180,20,20,20,20,20,20,20,20,20,20,20
khogan6,340,20,200,20,20,20,20,20,20,20,20,20,20,0
kholman,326,20,188,20,20,20,20,20,20,20,20,20,20,20
khuffert,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kjacoby1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kjamsek,340,20,200,20,20,20,20,10,20,20,20,20,20,20
kjin2,340,20,200,20,20,20,20,20,20,0,20,20,20,20
kjohns39,340,10,180,20,20,20,20,20,20,20,20,20,20,20
kkleise1,325,20,200,20,20,20,20,20,20,20,20,20,20,20
kkobaya2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kkoehnen,320,20,194,20,20,20,20,20,10,10,20,20,20,20
kkolleck,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kkostola,330,20,200,20,20,20,20,20,20,20,20,20,20,20
kkubik,334,20,194,20,20,20,20,20,20,20,20,20,20,20
kkula,340,20,200,20,20,20,20,20,20,20,20,20,20,20
klacosta,318,20,183,20,20,20,20,20,20,20,0,20,20,20
klaurenc,340,20,194,20,20,20,20,20,20,20,20,20,20,20
klawren4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
klewis12,319,20,172,20,20,20,10,20,0,20,20,20,20,0
kliang2,330,20,200,20,20,20,20,20,20,20,20,20,20,20
kmacdon6,340,10,200,10,0,0,0,20,0,0,0,20,20,20
kmalik1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kmarston,318,20,175,20,20,20,20,20,20,20,20,20,20,20
kmccabe4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kmccahan,279,20,200,20,20,20,20,20,20,20,20,20,20,0
kmcfarl1,335,20,196,20,20,20,20,20,20,20,20,20,20,20
kmchugh6,326,20,200,20,20,20,20,20,20,20,20,20,20,20
kmclaug3,340,20,200,20,20,20,20,20,20,20,20,0,20,20
kmehari,310,20,180,20,20,20,20,20,20,20,20,20,15,20
kmehta2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kmendiol,340,20,200,20,0,20,20,0,20,20,20,20,20,20
kmessier,325,20,180,20,20,15,10,0,20,20,20,20,20,20
kmettler,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kmichael,340,20,194,20,20,20,20,20,20,20,20,20,20,0
kmoeinva,340,20,200,20,15,20,20,20,20,20,20,20,20,20
kmollenk,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kmoran10,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kmoran11,340,20,194,20,20,20,20,20,20,20,20,20,20,20
kmountf1,320,20,188,20,20,20,20,20,20,20,20,20,20,20
kmuha,320,20,172,20,20,20,20,20,20,20,20,10,20,20
kmullan4,340,20,194,20,20,20,20,20,20,20,20,20,20,20
kmurph44,340,0,200,20,20,20,20,20,20,20,20,20,20,20
kmurray7,340,20,200,20,20,20,20,20,20,20,20,20,20,20
koconn27,340,20,186,20,20,20,20,20,20,20,20,20,20,20
kodonne3,320,20,188,20,20,20,20,20,20,20,20,20,20,20
koneill9,320,20,200,20,20,20,20,20,20,20,20,20,20,20
koshea2,325,20,190,20,20,20,20,20,20,20,20,20,20,20
kpaulsen,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kperez4,326,20,172,20,20,20,20,20,20,20,20,20,20,20
kperry7,,20,200,20,20,20,20,20,20,20,20,20,20,20
kpresteg,334,20,200,20,20,10,20,20,20,20,20,20,20,20
kpurk,326,20,194,20,20,20,20,20,10,20,20,20,20,20
kragan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kramm,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kriggs1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kriordan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
krochefo,330,20,180,20,20,20,20,20,20,20,20,20,20,20
krothmey,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kround,330,20,190,20,20,20,20,20,20,20,20,20,20,20
ksachen,311,20,188,20,20,20,20,20,20,20,20,20,20,20
kseidle1,326,20,200,20,20,20,20,20,20,20,20,20,20,20
ksidberr,340,10,200,20,20,20,20,20,20,20,20,0,20,20
ksiefker,325,20,200,20,20,20,20,20,20,20,20,20,20,20
ksitarz,340,20,200,20,20,20,20,20,20,20,20,20,0,
ksmith62,311,0,154,,20,20,20,20,20,20,20,20,20,20
ksmith69,326,20,180,20,20,20,20,20,20,20,20,20,20,20
ksolarz,340,20,194,20,20,20,20,20,20,20,20,20,20,20
ksteenvo,340,20,188,20,20,20,20,20,20,20,20,20,20,20
kstraub,334,20,180,20,20,20,20,20,20,20,20,20,20,20
kthomp21,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kthornt4,340,20,200,20,20,20,0,20,20,20,20,20,20,20
ktracey,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ktran1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kvidoure,320,20,200,20,20,20,20,20,20,20,20,20,20,20
kwalke11,326,20,185,20,20,20,20,20,20,20,20,20,15,20
kwardlow,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kwatson3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kweingar,340,0,192,20,20,20,20,0,20,20,20,20,20,20
kwhite13,330,20,190,20,20,20,20,20,20,20,20,20,20,20
kwhite14,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kwood11,340,20,200,20,20,20,20,20,20,20,20,20,20,20
kwoodwa3,334,20,188,0,20,20,0,20,20,20,20,0,20,20
kwurl,340,20,200,20,20,20,20,20,20,20,20,20,20,20
labreha,340,20,190,20,20,20,20,20,20,20,20,20,20,20
lalvey,340,20,200,20,20,20,20,20,20,20,20,20,20,20
layuyao,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lbakke,340,20,196,20,20,20,20,20,20,20,20,20,20,20
lbarret2,301,20,194,20,20,0,20,20,20,20,20,20,20,20
lblitzer,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lbode,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lbognar1,334,20,180,20,20,20,20,20,20,20,20,20,20,20
lcaffar1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lcalvo,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lcapuano,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lcarrol3,334,20,200,20,20,20,20,20,20,20,20,20,20,20
lchampio,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lcho,326,20,188,20,20,20,20,20,20,20,20,20,20,20
lcorelli,326,20,194,20,0,20,20,20,20,0,20,20,20,20
ldamoose,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ldarby,311,20,180,20,20,20,20,20,20,20,20,20,20,20
ldaviso1,340,20,180,20,20,20,20,20,20,20,20,20,20,20
ldevito,311,20,200,20,10,20,20,20,20,20,20,20,20,20
ldo1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ldomenel,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ldorenko,340,20,180,20,20,20,20,20,20,20,20,20,20,20
ldougla3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lduggan,340,20,172,20,20,20,20,20,20,20,20,20,20,20
lenglish,340,20,200,20,20,20,20,20,20,20,20,0,20,20
lfalquez,311,20,171,10,20,20,20,20,20,20,20,20,20,20
lfaubion,340,20,194,20,20,20,20,20,20,20,20,20,20,20
lfitter,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lfraser,340,20,200,20,20,20,20,20,20,20,20,20,20,0
lgelin,325,20,188,20,20,20,20,20,20,20,20,20,20,20
lgiannet,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lgrabows,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lharmon,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lhe3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lhenares,320,20,172,20,20,20,10,10,20,20,20,20,20,0
lherna11,340,20,200,20,20,20,0,20,20,20,20,20,0,20
lhuang3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ljacobs2,326,20,188,20,20,20,20,20,20,20,20,20,20,20
lkarr,320,20,194,20,20,20,20,20,20,20,20,0,20,20
lkeeley1,320,20,200,20,20,20,20,20,20,20,20,20,20,20
lkesic,334,20,188,20,20,20,20,20,20,20,20,20,20,20
lkim3,340,20,200,20,20,20,20,20,20,20,20,20,20,0
lklein1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
lknight1,340,20,200,20,20,20,20,20,20,20,20,0,20,20
llingle1,320,20,200,20,20,20,20,20,20,20,20,20,20,0
llombar2,340,20,0,20,20,20,20,20,20,20,20,20,20,20
llontoc,340,20,200,20,20,20,20,20,20,20,20,20,20,0
lmcnama2,316,20,170,18,10,20,18,20,17,20,17,20,20,20
lmcphill,281,20,200,20,10,20,20,20,20,20,20,20,,20
lmedinab,340,20,200,20,20,20,20,20,20,20,20,20,20,0
lmichel1,340,20,199,20,20,20,20,20,20,0,20,20,20,20
lmolinel,334,20,192,20,20,20,20,20,20,0,20,20,20,20
lmontana,340,20,200,20,0,20,20,20,20,20,20,20,20,20
lnance,307,20,200,20,20,20,20,20,20,20,20,20,20,15
lnanni1,316,20,186,20,20,20,20,20,20,20,20,17,20,20
lnixon1,334,20,200,20,20,10,20,20,20,20,20,20,20,20
lnoe,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lortiz3,320,20,194,20,20,20,20,20,20,20,20,20,20,20
lpolster,340,20,200,20,20,20,20,20,20,0,20,20,20,20
lrodrig6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lrubino,334,20,200,20,20,20,20,20,20,20,20,20,0,20
lsantama,340,20,163,20,20,20,20,20,20,20,20,20,20,20
lsavant,340,20,200,20,20,20,20,20,20,20,20,20,20,20
lschwar2,320,20,194,20,20,20,20,20,20,20,0,20,20,20
lsiela,340,20,200,20,20,20,20,20,20,20,20,20,0,0
lsimon2,330,20,200,20,20,20,20,20,20,20,20,20,20,0
lstephe3,340,20,200,10,20,20,20,20,20,20,20,20,20,20
lstone1,320,20,194,20,20,20,20,20,20,20,20,20,20,20
lsulli11,340,20,186,20,20,20,20,20,20,20,20,20,20,20
lwatts1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
