student_assignment_grade,struc0,struc1,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9,struc10,struc11,struc12,struc13,struc14,struc15
student441_Prompt4_1.0,3,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student441_Prompt3_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student441_Prompt10_1.0,2,2,3,15,1,1,1,1,1,1,1,1,1,1,1,1
student441_ePortfolio Link_1.0,4,3,4,25,1,1,1,1,1,1,1,1,1,1,1,1
student441_Prompt6_1.0,4,2,2,14,1,1,1,1,1,1,1,1,1,1,1,1
student441_Prompt7_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student442_Capstone_1.0,3,3,9,21,1,1,1,1,1,1,1,1,1,1,1,1
student442_Prompt2_1.0,3,3,6,19,1,1,1,1,1,1,1,1,1,1,1,1
student442_Prompt9_1.0,2,1,3,28,1,1,1,1,1,1,1,1,1,1,1,1
student442_Prompt4_1.0,2,1,2,16,1,1,1,1,1,1,1,1,1,1,1,1
student442_Prompt3_1.0,2,1,2,28,1,1,1,1,1,1,1,1,1,1,1,1
student442_Prompt10_1.0,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student442_Prompt7_1.0,2,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student442_Integration3_0.9,2,4,8,20,1,1,1,1,1,1,1,1,1,1,1,1
student442_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt11_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student443_Capstone_1.0,6,4,6,18,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt2_1.0,3,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt5_1.0,4,3,0,15,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt4_1.0,0,0,2,5,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt3_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt10_1.0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt7_1.0,5,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student443_Prompt6_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student443_Integration3_1.0,1,1,6,25,1,1,1,1,1,1,1,1,1,1,1,1
student444_Capstone_1.0,7,9,12,43,1,1,1,1,1,1,1,1,1,1,1,1
student444_Integration3_1.0,1,3,1,22,1,1,1,1,1,1,1,1,1,1,1,1
student444_Prompt9_1.0,2,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student444_Prompt4_1.0,3,3,1,24,1,1,1,1,1,1,1,1,1,1,1,1
student444_Prompt2_1.0,3,5,10,25,1,1,1,1,1,1,1,1,1,1,1,1
student444_ePortfolio Link_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student444_Prompt6_1.0,2,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student444_Prompt7_1.0,2,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student444_Prompt8_1.0,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt11_1.0,3,0,2,5,1,1,1,1,1,1,1,1,1,1,1,1
student445_Capstone_0.9,3,5,10,21,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt2_1.0,3,3,7,19,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt5_1.0,3,5,4,27,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt3_1.0,2,2,0,15,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt10_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt6_1.0,0,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student445_Integration3_1.0,2,3,3,27,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt8_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt4_1.0,1,2,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt9_1.0,1,2,3,15,1,1,1,1,1,1,1,1,1,1,1,1
student445_ePortfolio Link_1.0,2,0,2,6,1,1,1,1,1,1,1,1,1,1,1,1
student445_Prompt7_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student446_Capstone_0.9,1,1,5,14,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt2_1.0,3,1,4,12,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt5_1.0,2,3,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt4_1.0,5,5,3,24,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt3_1.0,2,2,4,17,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt10_1.0,7,6,6,20,1,1,1,1,1,1,1,1,1,1,1,1
student446_ePortfolio Link_1.0,2,1,4,15,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt6_1.0,3,6,9,30,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt7_1.0,6,1,3,17,1,1,1,1,1,1,1,1,1,1,1,1
student446_Prompt8_1.0,1,2,3,16,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt8_1.0,1,1,3,13,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt2_1.0,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt5_1.0,3,0,4,17,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt4_1.0,2,6,3,11,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt3_1.0,1,0,2,18,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt10_1.0,2,2,4,14,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt9_1.0,2,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt6_1.0,4,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student447_Prompt7_1.0,4,4,7,19,1,1,1,1,1,1,1,1,1,1,1,1
student448_Capstone_1.0,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1
student448_Prompt9_1.0,3,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student448_Prompt3_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student448_ePortfolio Link_1.0,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student448_Prompt6_1.0,1,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student448_Prompt8_1.0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student449_Integration3_1.0,3,0,4,16,1,1,1,1,1,1,1,1,1,1,1,1
student449_Prompt5_1.0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student449_Prompt3_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student449_Prompt10_1.0,1,2,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student449_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student449_Prompt6_1.0,2,2,5,25,1,1,1,1,1,1,1,1,1,1,1,1
student449_Prompt7_1.0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt11_1.0,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student450_Capstone_1.0,2,3,4,15,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt2_1.0,3,1,5,15,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt5_1.0,2,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt3_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt10_1.0,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student450_Integration3_0.9,1,2,4,25,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt8_1.0,5,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt4_1.0,2,3,1,17,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt9_1.0,1,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student450_ePortfolio Link_1.0,3,1,2,13,1,1,1,1,1,1,1,1,1,1,1,1
student450_Prompt7_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student451_ePortfolio Link_1.0,1,2,5,14,1,1,1,1,1,1,1,1,1,1,1,1
student451_Capstone_1.0,5,11,9,43,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt2_1.0,1,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt5_1.0,2,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt4_1.0,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt10_1.0,2,3,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt7_1.0,2,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt6_1.0,1,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student451_Integration3_0.9,2,1,4,16,1,1,1,1,1,1,1,1,1,1,1,1
student451_Prompt8_1.0,0,2,4,12,1,1,1,1,1,1,1,1,1,1,1,1
student452_ePortfolio Link_1.0,1,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student452_Capstone_1.0,1,2,6,24,1,1,1,1,1,1,1,1,1,1,1,1
student452_Integration3_1.0,0,0,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt5_1.0,2,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt4_1.0,0,3,0,15,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt3_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt10_1.0,0,1,4,10,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt9_1.0,0,0,3,12,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt6_1.0,2,0,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt7_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student452_Prompt8_1.0,0,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student453_Capstone_1.0,7,3,6,19,1,1,1,1,1,1,1,1,1,1,1,1
student453_Prompt9_1.0,3,3,2,13,1,1,1,1,1,1,1,1,1,1,1,1
student453_Prompt3_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student453_Prompt10_1.0,4,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student453_ePortfolio Link_1.0,0,0,7,13,1,1,1,1,1,1,1,1,1,1,1,1
student453_Prompt6_1.0,0,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student453_Prompt7_1.0,3,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student453_Prompt8_1.0,3,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student454_ePortfolio Link_1.0,2,4,5,10,1,1,1,1,1,1,1,1,1,1,1,1
student454_Capstone_1.0,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt2_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt5_1.0,4,3,0,18,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt4_1.0,1,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt3_1.0,4,0,5,18,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt10_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt7_1.0,2,0,3,8,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt9_1.0,3,3,4,14,1,1,1,1,1,1,1,1,1,1,1,1
student454_Integration3_1.0,1,4,1,14,1,1,1,1,1,1,1,1,1,1,1,1
student454_Prompt8_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student455_Capstone_1.0,9,5,17,38,1,1,1,1,1,1,1,1,1,1,1,1
student455_Integration3_1.0,4,1,2,18,1,1,1,1,1,1,1,1,1,1,1,1
student455_Prompt9_1.0,2,2,4,12,1,1,1,1,1,1,1,1,1,1,1,1
student455_Prompt4_1.0,0,0,2,5,1,1,1,1,1,1,1,1,1,1,1,1
student455_Prompt2_1.0,1,1,4,8,1,1,1,1,1,1,1,1,1,1,1,1
student455_ePortfolio Link_0.5,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student455_Prompt6_1.0,1,3,2,7,1,1,1,1,1,1,1,1,1,1,1,1
student455_Prompt8_1.0,4,5,2,11,1,1,1,1,1,1,1,1,1,1,1,1
student456_ePortfolio Link_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt11_1.0,2,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student456_Capstone_1.0,2,8,5,27,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt2_1.0,3,3,5,13,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt5_1.0,2,1,3,21,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt3_1.0,0,1,0,8,1,1,1,1,1,1,1,1,1,1,1,1
student456_Integration3_1.0,3,4,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt9_1.0,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt6_1.0,2,2,6,15,1,1,1,1,1,1,1,1,1,1,1,1
student456_Prompt8_1.0,3,2,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student457_Prompt8_1.0,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student457_Integration3_1.0,11,9,12,56,1,1,1,1,1,1,1,1,1,1,1,1
student457_Prompt5_1.0,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student457_Prompt3_1.0,0,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student457_Prompt2_1.0,2,1,5,18,1,1,1,1,1,1,1,1,1,1,1,1
student457_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student457_Prompt9_1.0,2,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt11_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student458_Capstone_0.9,2,2,10,16,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt2_1.0,1,5,9,8,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt5_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt3_1.0,3,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt10_1.0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt6_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student458_Integration3_1.0,5,8,4,28,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt8_1.0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt4_1.0,1,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt9_1.0,2,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student458_ePortfolio Link_1.0,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student458_Prompt7_1.0,4,3,1,14,1,1,1,1,1,1,1,1,1,1,1,1
student459_Capstone_1.0,6,5,6,19,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt2_1.0,2,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt5_1.0,1,1,0,12,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt4_0.8,1,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt3_0.9,2,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt10_1.0,3,2,1,16,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt9_0.8,1,1,4,20,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt6_1.0,1,1,0,15,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt7_1.0,0,0,1,20,1,1,1,1,1,1,1,1,1,1,1,1
student459_Prompt8_1.0,7,3,3,18,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt8_1.0,4,2,2,16,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt2_1.0,2,3,8,17,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt5_1.0,4,5,2,22,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt4_1.0,2,3,1,13,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt10_1.0,9,5,6,27,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt9_1.0,2,1,2,17,1,1,1,1,1,1,1,1,1,1,1,1
student460_Prompt6_1.0,1,0,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student460_Integration3_1.0,1,4,6,30,1,1,1,1,1,1,1,1,1,1,1,1
student460_ePortfolio Link_1.0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
student461_Prompt11_1.0,0,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student461_Capstone_0.9,2,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1
student461_Prompt2_1.0,2,4,7,16,1,1,1,1,1,1,1,1,1,1,1,1
student461_Prompt3_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student461_ePortfolio Link_1.0,1,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1
student461_Prompt6_1.0,3,1,4,10,1,1,1,1,1,1,1,1,1,1,1,1
student461_Prompt7_1.0,3,1,4,13,1,1,1,1,1,1,1,1,1,1,1,1
student461_Prompt8_1.0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
student462_ePortfolio Link_1.0,3,3,10,19,1,1,1,1,1,1,1,1,1,1,1,1
student462_Capstone_1.0,3,5,6,25,1,1,1,1,1,1,1,1,1,1,1,1
student462_Integration3_1.0,2,1,5,19,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt5_1.0,3,2,0,13,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt4_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt3_1.0,2,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt10_1.0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt9_1.0,3,3,4,18,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt6_1.0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt7_1.0,3,1,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student462_Prompt8_1.0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt8_1.0,4,2,1,15,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt2_1.0,2,2,3,7,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt5_1.0,5,6,2,13,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt7_0.5,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt3_1.0,1,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt10_1.0,3,5,2,24,1,1,1,1,1,1,1,1,1,1,1,1
student463_ePortfolio Link_1.0,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student463_Prompt6_1.0,1,3,1,25,1,1,1,1,1,1,1,1,1,1,1,1
student463_Integration3_1.0,1,1,7,22,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt8_1.0,0,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt2_1.0,3,3,10,22,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt5_1.0,2,2,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt3_1.0,3,1,0,12,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt10_1.0,2,1,3,12,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt9_1.0,1,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student464_Prompt6_1.0,2,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1
student464_Integration3_1.0,2,4,4,17,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt11_1.0,5,4,6,17,1,1,1,1,1,1,1,1,1,1,1,1
student465_Capstone_0.9,3,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt2_0.0,1,0,2,7,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt5_1.0,2,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt3_0.8,2,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt10_1.0,4,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student465_ePortfolio Link_1.0,11,6,4,31,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt6_1.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
student465_Prompt7_1.0,4,2,6,14,1,1,1,1,1,1,1,1,1,1,1,1
student466_Capstone_1.0,4,5,9,19,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt2_1.0,5,5,8,24,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt5_1.0,2,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt3_1.0,1,0,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt10_1.0,5,4,5,13,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt6_1.0,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student466_Integration3_1.0,2,3,1,15,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt8_1.0,0,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt4_1.0,2,4,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt9_1.0,4,2,3,10,1,1,1,1,1,1,1,1,1,1,1,1
student466_ePortfolio Link_1.0,0,0,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student466_Prompt7_1.0,1,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student467_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student467_Capstone_1.0,8,4,5,23,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt2_1.0,3,4,7,17,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt5_1.0,2,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt4_1.0,2,4,1,17,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt3_1.0,2,1,2,18,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt10_1.0,3,3,4,13,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt7_1.0,2,5,3,18,1,1,1,1,1,1,1,1,1,1,1,1
student467_Integration3_0.9,0,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1
student467_Prompt8_1.0,0,5,4,10,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt11_1.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt8_1.0,3,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt2_1.0,1,1,6,17,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt5_1.0,4,3,2,20,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt4_1.0,3,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt10_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt7_1.0,3,1,2,12,1,1,1,1,1,1,1,1,1,1,1,1
student468_Prompt6_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student468_Integration3_1.0,0,0,2,9,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt11_1.0,2,2,3,13,1,1,1,1,1,1,1,1,1,1,1,1
student469_Capstone_1.0,2,3,5,14,1,1,1,1,1,1,1,1,1,1,1,1
student469_Integration3_0.8,2,1,5,16,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt5_1.0,3,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt3_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt10_1.0,5,4,2,18,1,1,1,1,1,1,1,1,1,1,1,1
student469_ePortfolio Link_1.0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt6_1.0,4,3,4,38,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt7_1.0,5,2,2,15,1,1,1,1,1,1,1,1,1,1,1,1
student469_Prompt8_1.0,5,6,4,19,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt11_1.0,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt8_1.0,0,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt2_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt5_1.0,4,4,1,17,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt3_1.0,1,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt10_1.0,2,2,3,14,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt6_1.0,2,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1
student470_Integration3_1.0,0,2,2,17,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt4_1.0,1,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt9_1.0,2,0,1,9,1,1,1,1,1,1,1,1,1,1,1,1
student470_ePortfolio Link_1.0,2,4,4,9,1,1,1,1,1,1,1,1,1,1,1,1
student470_Prompt7_1.0,3,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt8_0.0,2,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt2_1.0,4,5,10,21,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt5_1.0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt4_1.0,3,2,0,11,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt3_1.0,0,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt10_1.0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt9_1.0,1,2,0,12,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt6_1.0,10,2,3,19,1,1,1,1,1,1,1,1,1,1,1,1
student471_Prompt7_1.0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student471_ePortfolio Link_1.0,4,6,6,42,1,1,1,1,1,1,1,1,1,1,1,1
student472_Prompt11_1.0,2,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1
student472_Capstone_1.0,5,2,6,9,1,1,1,1,1,1,1,1,1,1,1,1
student472_Prompt2_1.0,4,3,5,16,1,1,1,1,1,1,1,1,1,1,1,1
student472_Prompt5_1.0,3,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1
student472_Prompt4_1.0,1,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1
student472_Integration3_1.0,3,6,4,33,1,1,1,1,1,1,1,1,1,1,1,1
student472_ePortfolio Link_1.0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1
student472_Prompt9_1.0,3,0,1,8,1,1,1,1,1,1,1,1,1,1,1,1
student472_Prompt7_1.0,4,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1
student473_Prompt11_1.0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1
student473_Capstone_0.9,1,1,5,10,1,1,1,1,1,1,1,1,1,1,1,1
student473_Prompt2_1.0,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1
